label,text
0,다음 달 엄마 50세 생신이신데 선물 뭐 해드리지 ㅠㅠ
0,용돈 박스나 현금이 최고임 무조건
0,기초화장품 세트 사드릴까? 설화수 같은 거
0,이번 주말에 본가 내려감? 나 기차표 예매 못 함 ㅠㅠ
0,엄마가 반찬 해놨다고 가지러 오라는데 개귀찮...
0,아빠가 차 빌려주신대 주말에 드라이브 ㄱ?
0,명절 스트레스 벌써부터 받네 친척들 잔소리 어휴
0,엄카 찬스로 옷 하나 질렀다 ㅋㅋㅋ
0,오늘 가족 외식 고기 먹기로 함 부럽지
0,동생 놈 내 옷 또 몰래 입고 나감 아 빡쳐
0,형한테 만원만 빌려달라 할까 까이겠지?
0,엄마가 내 방 돼지우리라고 치우래... 청소기 돌려야겠다
0,오늘 집 비어있음! 치킨 시켜 먹고 겜이나 해야지
0,아 배달비 미쳤네 그냥 포장해올까
0,다이소 가서 생필품 좀 사 와야겠다
0,자취방 월세 올린대 아 이사 가야 되나 ㅠㅠ
0,오늘 하루도 알차게 살았다 (침대에 누우며)
0,내일은 진짜 갓생 산다 ㄹㅇ
0,야 너 아직 안 일어남?
0,ㅋㅋㅋㅋㅋㅋ미쳤냐
0,아니 나 방금 일어남
0,오늘 학교 걍 째고 싶다
0,ㄹㅇ 너무 가기 싫음
0,너 어디쯤임
0,나 버스 탔어 10분?
0,오 그럼 나도 슬슬 나감
0,아 개더워
0,에어컨 밑으로 와
0,점심 뭐 먹지
0,아무거나 ㄱ
0,또 아무거나래ㅋㅋ
0,나 돈 없음
0,그럼 학식?
0,오히려 좋아
0,과제 했냐
0,ㄴㄴ 아직 시작도 안 함
0,교수님 설마 검사하시겠어
0,그 플래그 세우지 마...
0,나 커피 사갈까
0,아아 하나만
0,ㄱㅅ
0,배고파 죽겠네
0,나 지금 편의점 털고 있음
0,삼김 ㄱ?
0,참치마요면 인정
0,오늘 술?
0,난 가능
0,몇 시에 볼래
0,7시 어때
0,오케이
0,나 거의 다 왔는데
0,구라치지마
0,진짜임
0,니 거의 다 = 20분
0,들킴ㅋㅋㅋㅋ
0,집 가기 귀찮다
0,나도 걍 여기 있고 싶음
0,시험 끝나면 여행 가자
0,그건 무조건 감
0,사진 보내봐
0,와 개웃기네ㅋㅋ
0,미친ㅋㅋㅋㅋㅋㅋ
0,과제 다 했어??
0,오늘 몇 시간 잤어? ㅋㅋㅋ
0,넷플릭스 볼 거 추천해줘?
0,요즘 살 좀 빼야겠다
0,아직 안 옴
0,조금만 기다려보자ㅋㅋ
0,사진 보여줘!
0,오늘 저녁 약속 취소됐어 ㅋㅋㅋ
0,나 지금 강의실 가는 중
0,시험 끝나고 놀자ㅋㅋ
0,몇 화까지 봤어?!
0,스포 하지 마 ㅎㅎ
0,늦으면 연락해 ㅋㅋ
0,나 아직 과제 시작도 못함ㅋㅋ
0,그냥 다른 데 갈까?ㅠㅠ
0,오늘 저녁에 회의 가능해? ㅋㅋ
0,아직 안 옴 ㅋㅋ
0,인터넷 왜 이렇게 느리지
0,8시는 어때? ㅋㅋㅋ
0,다음에 또 보자ㅠㅠ
0,너 먹고 싶은 거 먹자ㅎㅎㅎ
0,우산 챙겨야겠다!
0,미안 내가 깜빡했다?
0,괜찮아ㅋㅋ
0,방학 때 뭐 할 거야?
0,주말에 뭐해?
0,지금 어디야?
0,제주도 가본 적 있어??
0,나는 괜찮아 ㅋㅋㅋ
0,사장님이 갑자기 스케줄 바꿈
0,학교 앞 삼겹살 어때?ㅠㅠ
0,진짜 다행이다 ㅋㅋ
0,나도 요즘 계속 피곤함ㅋㅋ
0,편의점에서 하나 사야지?
0,8시는 어때? ㅋㅋ
0,오늘 알바 너무 힘들었어
0,응 방금 도착 ㅎㅎ
0,나 아무거나 좋아 ㅋㅋ
0,지각할 뻔했다?
0,인정ㅋㅋ
0,대단한데 ㅎㅎ
0,도서관 자리 있나?ㅠㅠ
0,나도
0,오늘 운동 갈까 말까ㅋㅋ
0,나도 9시 수업은 힘들어 ㅎㅎ
0,나 학교 앞이야ㅋㅋ
0,나 7시 이후에는 괜찮아!
0,다음 주에 시간 있어? ㅋㅋㅋ
0,학과 단톡 봐봐 ㅋㅋ
0,잘 모르겠는데!
0,나 작년에 갔었어ㅎㅎㅎ
0,알바 가야 돼 ㅋㅋ
0,내가 발표 부분 맡을게ㅠㅠ
0,전공 수업 뭐 듣고 있어?!
0,커피 마실 사람?
0,대체수업 공지 떴나? ㅎㅎ
0,먼저 들어가 있어
0,ㅇㅋ ㅋㅋㅋ
0,도서관 자리 있나?
0,그냥 다른 데 갈까?
0,ㅋㅋ 알겠음ㅋㅋ
0,졸업하려면 아직 멀었다ㅠㅠ
0,잘 자?
0,답장 왔어? ㅎㅎ
0,나도 그냥 누워있음 ㅎㅎ
0,8시는 어때?
0,헐 뭐야!
0,진짜 다행이다 ㅎㅎ
0,잘 자
0,나도 재밌었음 ㅋㅋㅋ
0,제주도 가본 적 있어? ㅋㅋ
0,와 그건 좀 심하다ㅎㅎㅎ
0,갑자기 일이 생겼대 ㅋㅋ
0,ㅋㅋ 알겠음 ㅋㅋ
0,잘 모르겠는데?
0,대박ㅋㅋ
0,알겠어 ㅋㅋ!
0,늦으면 연락해 ㅋㅋㅋ
0,별거 아님
0,요즘 그 드라마 재밌더라 ㅋㅋㅋ
0,이번 달에 약속 너무 많다 ㅎㅎ
0,나 아직 과제 시작도 못함
0,중간고사 일정 떴어? ㅎㅎ
0,시험기간이라 운동을 못 하겠어?
0,시간표 잘못 짠 것 같아 ㅋㅋ
0,아직 안 옴ㅋㅋ
0,내가 발표 부분 맡을게ㅋㅋ
0,몇 시에 볼래? ㅎㅎ
0,이번 학기 너무 빨리 간다
0,조교한테 물어볼까?!
0,나 지금 게임 중ㅋㅋ
0,학과 단톡 봐봐
0,인정 ㅎㅎ
0,오늘 날씨 진짜 좋다 ㅋㅋ
0,나 학교 앞이야 ㅋㅋㅋ
0,조교한테 물어볼까? ㅎㅎ
0,과제 다 했어?
0,8시는 어때??
0,교수님 공지 확인했어? ㅎㅎ
0,알바 가야 돼
0,그건 너무 적게 잔 거 아니냐
0,카페에서 할까?!
0,오늘은 집에서 쉬려고
0,방학 때 뭐 할 거야? ㅎㅎ
0,헬스장 가야 하는데 귀찮다
0,이번 주말에 영화 볼래?!
0,오늘 재밌었다ㅋㅋ
0,와 그건 좀 심하다!
0,사장님이 갑자기 스케줄 바꿈?
0,방학 때 뭐 할 거야?!
0,오늘 알바 너무 힘들었어!
0,자료조사 어디까지 했어?
0,오늘은 집에서 쉬려고!
0,아침 수업 너무 싫음 ㅎㅎ
0,이번 달에 약속 너무 많다 ㅋㅋ
0,제주도 가본 적 있어? ㅎㅎ
0,몇 시에 볼래?ㅎㅎㅎ
0,학생식당 갈 사람ㅎㅎㅎ
0,도서관 자리 있나? ㅋㅋㅋ
0,잘 자 ㅋㅋ
0,그건 너무 적게 잔 거 아니냐 ㅋㅋ
0,누가 공지 올렸네
0,교수님 오늘 출석 부르셨나?ㅋㅋ
0,내일 보자
0,대박 ㅎㅎ
0,오늘은 일찍 자야지 ㅎㅎ
0,그건 너무 적게 잔 거 아니냐!
0,오늘은 집에서 쉬려고ㅋㅋ
0,나는 괜찮아
0,주말에 뭐해? ㅋㅋㅋ
0,이거 맞는 내용이야?!
0,졸업하려면 아직 멀었다ㅋㅋ
0,너 먹고 싶은 거 먹자!
0,출석 체크 했어? ㅎㅎ
0,그럼 8시에 보자 ㅋㅋ
0,인터넷 왜 이렇게 느리지ㅠㅠ
0,나 요즘 돈이 없다ㅠㅠ
0,나도 요즘 계속 피곤함?
0,오늘 저녁에 회의 가능해?
0,나도 9시 수업은 힘들어ㅠㅠ
0,대박!
0,오늘 재밌었다 ㅋㅋㅋ
0,나 오늘 운동했어ㅋㅋ
0,커피 없으면 못 버티겠다 ㅋㅋㅋ
0,이번 학기 너무 빨리 간다 ㅎㅎ
0,시험기간이라 운동을 못 하겠어
0,인터넷 왜 이렇게 느리지?
0,헐 뭐야
0,수업 끝나고 밥 먹자ㅠㅠ
0,도서관 자리 있나??
0,잘 모르겠는데
0,헐 뭐야 ㅋㅋ
0,좋지
0,웨이팅 길 것 같은데ㅋㅋ
0,예약해야 하나? ㅋㅋㅋ
0,ㅋㅋ 알겠음?
0,8시는 어때? ㅎㅎ
0,시험 범위 어디까지야?!
0,공지 링크 보내줘!
0,몇 분 정도 걸려? ㅋㅋ
0,커피 없으면 못 버티겠다!
0,고마워 ㅎㅎ ㅋㅋㅋ
0,게임 할 사람?
0,이번 학기 너무 빨리 간다?
0,잘 자 ㅎㅎ
0,카페에서 할까?
0,나도 요즘 계속 피곤함ㅎㅎㅎ
0,교수님 오늘 안 오셨던데?
0,나 아무거나 좋아?
0,요즘 그 드라마 재밌더라ㅠㅠ
0,근데 갑자기 비 온대 ㅋㅋ
0,학교 앞 삼겹살 어때? ㅋㅋㅋ
0,오늘 팀플 회의 하는 거 맞지?ㅠㅠ
0,커피 마실 사람? ㅋㅋㅋ
0,여기 있어
0,공지 링크 보내줘
0,이거 맞는 내용이야?
0,별거 아님 ㅋㅋ
0,월급날 언제지 ㅋㅋㅋ
0,출석 체크 했어? ㅋㅋ
0,과제 제출기한 연장됐대 ㅋㅋ
0,헐 뭐야 ㅋㅋㅋ
0,나도 그냥 누워있음ㅎㅎㅎ
0,오늘 운동 갈까 말까ㅎㅎㅎ
0,몇 분 정도 걸려?ㅋㅋ
0,나 학식 먹었는데 생각보다 괜찮더라ㅎㅎㅎ
0,진짜 다행이다
0,와 그건 좀 심하다
0,아 진짜?
0,교수님 오늘 안 오셨던데 ㅋㅋㅋ
0,나 7시 이후에는 괜찮아ㅎㅎㅎ
0,좋아 ㅋㅋ
0,여기 맛집이라는데 ㅋㅋ
0,미안 내가 깜빡했다 ㅎㅎ
0,응 방금 도착ㅋㅋ
0,조금만 기다려보자 ㅋㅋㅋ
0,여행 가고 싶다!
0,다음 주에 시간 있어? ㅎㅎ
0,그럼 우리끼리 먹자!
0,근데 과제 때문에 못 잠ㅋㅋ
0,학생식당 갈 사람ㅋㅋ
0,공강이 너무 애매해?
0,이번 주말에 영화 볼래?
0,나 조금 늦을 것 같아 ㅎㅎ
0,오늘 날씨 진짜 좋다 ㅋㅋㅋ
0,내가 발표 부분 맡을게
0,이번 학기 너무 빨리 간다 ㅋㅋ
0,중간고사 일정 떴어? ㅋㅋㅋ
0,좋아ㅠㅠ
0,좋아ㅎㅎㅎ
0,나도 9시 수업은 힘들어
0,오늘 수업 몇 시에 끝나?ㅋㅋ
0,대단한데
0,월급날 언제지
0,고마워 ㅎㅎ
0,오늘 운동 갈까 말까
0,대체수업 공지 떴나?ㅠㅠ
0,그럴 수도 있지?
0,교수님 오늘 출석 부르셨나??
0,시험 끝나고 놀자ㅎㅎㅎ
0,방학 때 뭐 할 거야?ㅋㅋ
0,전공 수업 뭐 듣고 있어?ㅎㅎㅎ
0,여행 가고 싶다ㅠㅠ
0,학생식당 갈 사람
0,시간표 잘못 짠 것 같아!
0,제주도 가본 적 있어?
0,답장 왔어?ㅎㅎㅎ
0,벌써 학기 중반이네
0,여기 있어ㅎㅎㅎ
0,오늘 저녁에 회의 가능해?ㅎㅎㅎ
0,잠시만 찾아볼게
0,몇 시에 볼래?!
0,인정 ㅋㅋㅋ
0,잠깐만 기다려ㅠㅠ
0,대체수업 공지 떴나? ㅋㅋ
0,벌써 학기 중반이네 ㅎㅎ
0,근데 갑자기 비 온대ㅠㅠ
0,나 지금 도서관이야ㅠㅠ
0,나도 재밌었음 ㅋㅋ
0,사진 보여줘ㅠㅠ
0,오늘 알바 너무 힘들었어ㅎㅎㅎ
0,고마워 ㅎㅎ!
0,이번 달에 약속 너무 많다
0,예약해야 하나?ㅋㅋ
0,과제 다 했어?ㅎㅎㅎ
0,몇 분 정도 걸려??
0,이거 맞는 내용이야?ㅠㅠ
0,이번 학기 너무 빨리 간다ㅋㅋ
0,맛있는 거 먹으러 가자
0,여기 맛집이라는데
0,나 아직 2화야ㅋㅋ
0,다음에 또 보자 ㅎㅎ
0,편의점에서 하나 사야지!
0,졸업하려면 아직 멀었다
0,나 학교 앞이야
0,이번 과제 진짜 어렵다
0,내가 발표 부분 맡을게 ㅋㅋ
0,집 도착했어?ㅎㅎㅎ
0,갑자기 일이 생겼대
0,나 조금 늦을 것 같아ㅎㅎㅎ
0,헐 뭐야 ㅎㅎ
0,교수님 오늘 안 오셨던데
0,ㅋㅋㅋㅋ
0,스포 하지 마ㅋㅋ
0,그냥 다른 데 갈까?ㅋㅋ
0,출석 체크 했어? ㅋㅋㅋ
0,교수님 오늘 안 오셨던데 ㅎㅎ
0,오늘은 일찍 자야지 ㅋㅋㅋ
0,나 아직 과제 시작도 못함ㅎㅎㅎ
0,시험기간이라 운동을 못 하겠어 ㅋㅋ
0,인터넷 왜 이렇게 느리지 ㅋㅋㅋ
0,게임 할 사람? ㅋㅋㅋ
0,그럼 8시에 보자
0,대체수업 공지 떴나??
0,학과 단톡 봐봐?
0,오늘 팀플 회의 하는 거 맞지? ㅎㅎ
0,주말에 뭐해?ㅎㅎㅎ
0,한 5시간?ㅠㅠ
0,월급날 언제지 ㅎㅎ
0,중간고사 일정 떴어?ㅠㅠ
0,이번 과제 진짜 어렵다 ㅋㅋㅋ
0,몇 시에 볼래?ㅠㅠ
0,내가 한번 물어볼게 ㅎㅎ
0,다음 주에 시간 있어?!
0,여행 가고 싶다
0,나 학식 먹었는데 생각보다 괜찮더라
0,나 학식 먹었는데 생각보다 괜찮더라?
0,한 5시간?ㅎㅎㅎ
0,예약해야 하나?
0,인터넷 왜 이렇게 느리지 ㅎㅎ
0,웨이팅 길 것 같은데ㅎㅎㅎ
0,나도 렉 걸림?
0,도서관 자리 있나?!
0,이번 학기에 전공 세 개야
0,내일 보자 ㅋㅋ
0,오늘 알바 너무 힘들었어 ㅎㅎ
0,미안 내가 깜빡했다ㅠㅠ
0,교수님 오늘 출석 부르셨나?
0,학교 앞 삼겹살 어때?ㅋㅋ
0,요즘 그 드라마 재밌더라 ㅋㅋ
0,잘 모르겠는데ㅎㅎㅎ
0,내일 보자ㅠㅠ
0,PPT는 누가 만들래? ㅋㅋㅋ
0,그럼 8시에 보자 ㅎㅎ
0,중간고사 일정 떴어?ㅋㅋ
0,고마워
0,오늘 수업 몇 시에 끝나? ㅎㅎ
0,커피 마실 사람?ㅎㅎㅎ
0,먼저 들어가 있어ㅎㅎㅎ
0,잘 모르겠는데 ㅋㅋ
0,오늘은 일찍 자야지!
0,이번 과제 진짜 어렵다ㅎㅎㅎ
0,나도 요즘 계속 피곤함
0,내일 보자 ㅋㅋㅋ
0,이번 학기 너무 빨리 간다 ㅋㅋㅋ
0,한 10분이면 갈 듯 ㅋㅋㅋ
0,과제 다 했어?!
0,내일은 꼭 간다 ㅎㅎ
0,오늘 한 판만 하자!
0,나 아직 2화야ㅎㅎㅎ
0,시험 끝나고 놀자 ㅋㅋㅋ
0,내가 한번 물어볼게
0,내일은 꼭 간다 ㅋㅋ
0,오늘 팀플 회의 하는 거 맞지?
0,나 작년에 갔었어ㅠㅠ
0,여기 있어 ㅋㅋㅋ
0,시간표 잘못 짠 것 같아 ㅎㅎ
0,어디서 만날까?ㅋㅋ
0,오늘 재밌었다ㅠㅠ
0,8시는 어때?ㅠㅠ
0,시험기간이라 운동을 못 하겠어ㅎㅎㅎ
0,학교 앞 삼겹살 어때??
0,인터넷 왜 이렇게 느리지ㅋㅋ
0,진짜 다행이다?
0,몇 화까지 봤어?ㅋㅋ
0,나도 렉 걸림 ㅋㅋ
0,요즘 그 드라마 재밌더라ㅎㅎㅎ
0,커피 마실 사람?!
0,나 아직 2화야
0,나도 그냥 누워있음!
0,여기 있어ㅠㅠ
0,시험 범위 어디까지야?ㅋㅋ
0,시험 범위 어디까지야? ㅎㅎ
0,중간고사 일정 떴어?
0,몇 시에 볼래?
0,그냥 다른 데 갈까? ㅋㅋㅋ
0,제주도 가본 적 있어?ㅎㅎㅎ
0,시험기간이라 운동을 못 하겠어 ㅎㅎ
0,예약해야 하나??
0,요즘 그 드라마 재밌더라
0,오늘 수업 몇 시에 끝나??
0,나도 그렇게 생각함
0,잘 자ㅋㅋ
0,ㅇㅋ
0,우산 챙겨야겠다ㅎㅎㅎ
0,좋아 ㅎㅎ
0,공지 링크 보내줘 ㅎㅎ
0,조금만 기다려보자
0,나 요즘 돈이 없다ㅎㅎㅎ
0,학과 단톡 봐봐!
0,나도 재밌었음ㅋㅋ
0,사장님이 갑자기 스케줄 바꿈ㅎㅎㅎ
0,몇 화까지 봤어?ㅎㅎㅎ
0,도서관 자리 있나?ㅋㅋ
0,나 우산 없는데ㅎㅎㅎ
0,8시는 어때?!
0,과제 다 했어?ㅋㅋ
0,집 도착했어?
0,교수님 공지 확인했어?
0,좋아 ㅋㅋ!
0,ㅋㅋ 알겠음 ㅋㅋㅋ
0,와 그건 좀 심하다 ㅋㅋㅋ
0,다음에 또 보자?
0,우산 챙겨야겠다 ㅋㅋ
0,맛있는 거 먹으러 가자 ㅎㅎ
0,월급날 언제지ㅎㅎㅎ
0,너 먹고 싶은 거 먹자
0,고마워 ㅎㅎ ㅎㅎ
0,다음 주에 시간 있어?
0,나도 재밌었음ㅎㅎㅎ
0,웨이팅 길 것 같은데ㅠㅠ
0,방학 때 뭐 할 거야? ㅋㅋㅋ
0,이번 과제 진짜 어렵다ㅠㅠ
0,한 10분이면 갈 듯 ㅎㅎ
0,진짜 다행이다ㅠㅠ
0,나 조금 늦을 것 같아!
0,오늘 저녁 약속 취소됐어
0,나 조금 늦을 것 같아ㅋㅋ
0,요즘 살 좀 빼야겠다 ㅋㅋ
0,어디서 만날까?!
0,나도 렉 걸림
0,나 지금 게임 중
0,우산 챙겨야겠다
0,한 10분이면 갈 듯!
0,이번 달에 약속 너무 많다ㅠㅠ
0,오늘 점심 뭐 먹을래?
0,학과 단톡 봐봐 ㅋㅋㅋ
0,대박 ㅋㅋ
0,알바 가야 돼!
0,좋아 ㅋㅋ ㅋㅋㅋ
0,시간표 잘못 짠 것 같아?
0,나 7시 이후에는 괜찮아?
0,조금만 기다려보자ㅎㅎㅎ
0,제주도 가본 적 있어?ㅋㅋ
0,시험기간이라 운동을 못 하겠어ㅋㅋ
0,ㅇㅋㅎㅎㅎ
0,주말에 뭐해?ㅠㅠ
0,과제 제출기한 연장됐대?
0,나 학교 앞이야!
0,벌써 학기 중반이네?
0,시험 범위 어디까지야?
0,한 5시간?ㅋㅋ
0,누가 공지 올렸네!
0,나 우산 없는데
0,공지 링크 보내줘ㅎㅎㅎ
0,오늘 점심 뭐 먹을래??
0,다음에 또 보자
0,도서관 자리 있나? ㅋㅋ
0,한 5시간? ㅎㅎ
0,나 학교 앞이야ㅎㅎㅎ
0,그건 너무 적게 잔 거 아니냐ㅎㅎㅎ
0,나 우산 없는데ㅠㅠ
0,고마워ㅋㅋ
0,나 지금 게임 중ㅎㅎㅎ
0,답장 왔어? ㅋㅋㅋ
0,공지 링크 보내줘ㅠㅠ
0,월급날 언제지ㅋㅋ
0,잠깐만 기다려
0,오늘 한 판만 하자ㅎㅎㅎ
0,웨이팅 길 것 같은데
0,나도 요즘 계속 피곤함ㅠㅠ
0,아 진짜?ㅎㅎㅎ
0,괜찮아 ㅎㅎ
0,나 지금 게임 중!
0,ㅇㅇ 알겠어 ㅋㅋㅋ
0,한 5시간?
0,조교한테 물어볼까?
0,사진 보여줘ㅎㅎㅎ
0,지각할 뻔했다ㅎㅎㅎ
0,월급날 언제지?
0,게임 할 사람? ㅋㅋ
0,나 작년에 갔었어
0,그건 너무 적게 잔 거 아니냐ㅋㅋ
0,오늘 저녁에 회의 가능해? ㅎㅎ
0,PPT는 누가 만들래?ㅎㅎㅎ
0,교수님 공지 확인했어?ㅎㅎㅎ
0,맛있는 거 먹으러 가자ㅎㅎㅎ
0,전공 수업 뭐 듣고 있어?ㅠㅠ
0,편의점에서 하나 사야지 ㅋㅋ
0,나 자리 하나 잡아놨어 ㅎㅎ
0,나 학식 먹었는데 생각보다 괜찮더라ㅋㅋ
0,근데 갑자기 비 온대ㅎㅎㅎ
0,나도 재밌었음 ㅎㅎ
0,내가 한번 물어볼게!
0,월급날 언제지!
0,시간표 잘못 짠 것 같아
0,이번 달에 약속 너무 많다ㅋㅋ
0,나 아무거나 좋아ㅋㅋ
0,내일 보자 ㅎㅎ
0,괜찮아
0,헐 뭐야ㅎㅎㅎ
0,나 지금 도서관이야 ㅋㅋ
0,다음에 또 보자ㅎㅎㅎ
0,지각할 뻔했다
0,조금만 기다려보자 ㅎㅎ
0,편의점에서 하나 사야지 ㅋㅋㅋ
0,오늘 한 판만 하자?
0,갑자기 일이 생겼대ㅎㅎㅎ
0,좋아 ㅋㅋㅋㅋ
0,몇 시에 볼래??
0,좋지 ㅋㅋㅋ
0,잠시만 찾아볼게ㅎㅎㅎ
0,학교 앞 삼겹살 어때?
0,교수님 오늘 출석 부르셨나?ㅠㅠ
0,나 아직 과제 시작도 못함 ㅎㅎ
0,ㅋㅋ 알겠음
0,스포 하지 마ㅎㅎㅎ
0,조교한테 물어볼까??
0,아직 안 옴?
0,나 작년에 갔었어?
0,잠을 너무 못 자
0,커피 없으면 못 버티겠다
0,전공 수업 뭐 듣고 있어?
0,이번 학기에 전공 세 개야?
0,그냥 다른 데 갈까?ㅎㅎㅎ
0,교수님 공지 확인했어??
0,나 7시 이후에는 괜찮아ㅋㅋ
0,나도 그냥 누워있음 ㅋㅋ
0,ㅇㅇ 알겠어ㅠㅠ
0,나 학교 앞이야?
0,나도!
0,ㅇㅋ?
0,한 5시간?!
0,게임 할 사람?ㅎㅎㅎ
0,대단한데ㅎㅎㅎ
0,아 진짜? ㅋㅋ
0,출석 체크 했어?
0,우산 챙겨야겠다 ㅋㅋㅋ
