label,text
0,회의는 예정대로 진행됩니다.
0,자료 준비해주셔서 감사합니다.
0,발표 잘 들었습니다.
0,질문 있으시면 말씀해주세요.
0,추가 논의가 필요한 부분은 따로 정리하겠습니다.
0,오늘은 여기까지 하겠습니다.
0,모두 수고 많으셨습니다.
0,자료 요청드립니다. 언제까지 가능하신지 알려주세요.
0,파일 형식은 엑셀로 부탁드립니다.
0,양식은 첨부한 것을 사용해주시면 됩니다.
0,작성 예시도 함께 첨부합니다.
0,기한 내 제출 부탁드립니다.
0,미제출 시 별도 안내드릴 예정입니다.
0,제출해주신 자료 확인했습니다.
0,일부 항목이 누락되어 있습니다.
0,보완해서 다시 보내주시면 감사하겠습니다.
0,수정본 잘 받았습니다.
0,이제 문제없어 보입니다.
0,최종 확인 부탁드립니다.
0,확정되면 공지하겠습니다.
0,협조해주셔서 감사합니다.
